时间	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量	成本加成定价	销量
2021/10/17	6.342	50.592	6.3324	53.601	8.9488	4.513	22.53636	33.816	12.7284	10.285	15.2964	26.795
2021/10/18	8.5376	1.998	6.3324	43.402	32.70876	4.293	22.53636	10.066	12.7284	5.669	15.2964	19.808
2021/10/19	6.342	31.366	6.3324	41.287	9.22	23.143	22.53636	12.2	10.607	6.073	15.2964	16.958
2021/10/20	8.456	29.213	6.3324	39.837	10.2987	6.217	22.53636	12.794	12.6012	0.912	15.2964	25.154
2021/10/21	9.513	13.594	6.3324	46.91	8.8264	6.57	22.53636	8.753	19.242	3.302	19.6668	11.947
2021/10/22	8.456	18.106	6.3324	43.969	4.3368	2.931	22.53636	12.039	19.242	1.616	19.6668	16.412
2021/10/23	11.018	5.426	6.3324	58.754	12.5873	4.307	18.2112	30.828	19.242	2.84	21.63348	18.086
2021/10/24	8.456	25.83	6.3324	47.259	9.2544	14.849	5.44537	7	12.7284	3.989	21.63348	9.108
2021/10/25	8.456	18.786	6.3324	33.276	8.8264	2.474	4.15896	18	12.7284	4.181	21.63348	8.749
2021/10/26	10.57	20.516	6.96564	37.059	4.3368	4.066	18.2112	18.637	12.8052	1.113	21.63348	12.041
2021/10/27	15.6464	0.981	6.3324	36.161	8.8264	9.75	18.2112	15.369	12.7284	4.189	21.63348	15.305
2021/10/28	12.1198	3.241	6.96564	37.949	6.6384	29.848	18.2112	16.659	21.1662	0.818	21.63348	6.449
2021/10/29	15.6464	1.575	6.3324	40.045	18.0846	2.507	15.9348	21.926	10.607	8.421	19.6668	13.574
2021/10/30	15.4252	3.308	6.3324	56.756	6.7302	5.053	15.9348	36.731	10.607	7.902	15.2964	17.279
2021/10/31	12.684	22.327	6.3324	55.961	6.6198	4.801	4.15896	27	10.607	2.922	15.2964	28.424
2021/11/1	11.627	16.132	6.3324	44.316	4.3368	0.833	15.9348	19.358	10.607	6.547	13.1112	26.24
2021/11/2	12.684	18.231	6.3324	39.893	6.3762	13.946	15.9348	18.811	10.607	8.816	13.1112	25.844
2021/11/3	12.684	19.697	6.3324	39.941	4.6272	7.805	13.6584	40.332	14.966	2.528	13.1112	27.868
2021/11/4	12.684	15.044	6.3324	39.366	14.2212	4.793	13.6584	48.9	10.607	9.147	13.1112	23.879
2021/11/5	12.684	26.707	6.3324	58.696	11.525	9.447	13.6584	65.608	10.607	5.07	13.1112	36.777
2021/11/6	16.9376	0.803	6.3324	63.573	11.561	5.674	15.9348	75.892	10.607	8.483	10.926	26.725
2021/11/7	15.4252	3.174	6.3324	64.445	8.9104	4.158	4.15896	52	10.607	9.577	13.1112	35.638
2021/11/8	12.684	18.308	6.3324	55.78	11.281	2.972	15.9348	33.032	12.7284	10.193	10.926	28.296
2021/11/9	16.9376	0.163	6.3324	43.289	7.6704	3.273	15.9348	33.49	12.7284	3.419	13.1112	27.373
2021/11/10	12.684	20.674	6.3324	49.502	11.281	2.912	15.9348	24.62	12.7284	2.634	10.926	27.656
2021/11/11	12.684	14.808	7.3878	34.403	6.3762	3.358	4.9	6	12.7284	2.409	15.2964	13.156
2021/11/12	12.684	17.595	7.3878	50.347	4.6272	3.487	18.2112	26.802	14.966	3.941	15.2964	18.935
2021/11/13	20.96028	0.526	7.3878	52.476	6.3762	10.707	18.2112	27.797	10.607	7.782	15.2964	20.049
2021/11/14	10.57	29.229	7.3878	50.753	6.3762	17.437	4.15896	16	14.966	6.612	15.2964	30.582
2021/11/15	10.57	23.385	7.3878	28.879	13.83	5.779	15.9348	15.938	10.607	5.001	15.2964	12.677
2021/11/16	13.4112	2.19	7.3878	19.63	12.5873	1.689	15.9348	16.834	10.607	0.994	15.2964	12.525
2021/11/17	11.627	15.332	7.3878	33.26	11.525	7.677	15.9348	17.773	14.966	1.899	15.2964	15.791
2021/11/18	11.627	8.934	7.3878	21.426	8.0927	1.854	13.392	2.259	10.607	1.877	15.2964	6.018
2021/11/19	11.627	13.934	7.3878	28.706	5.32128	3.398	15.9348	17.318	14.966	2.013	15.2964	8.768
2021/11/20	10.57	22.621	7.3878	49.598	2.4454	5.256	3.09256	28	10.607	4.809	17.4816	14.406
2021/11/21	13.4112	2.828	7.3878	44.486	5.32128	9.125	18.2112	28.431	10.607	13.986	17.4816	19.739
2021/11/22	10.57	15.301	6.3324	29.73	9.2488	2.488	18.2112	13.087	14.966	2.155	15.2964	9.756
2021/11/23	15.4252	1.16	6.3324	30.631	16.5914	1.876	18.2112	8.705	10.607	2.14	15.2964	9.495
2021/11/24	10.57	13.125	6.3324	26.466	6.6828	8.373	18.2112	3.259	10.607	3.363	15.2964	12.559
2021/11/25	22.86576	1.283	6.3324	26.912	7.6704	4.129	18.2112	1.266	14.966	3.308	15.2964	10.217
2021/11/26	13.4112	1.446	6.3324	37.648	11.851	3.474	3.09256	15	10.607	3.685	13.1112	17.511
2021/11/27	11.8384	26.175	6.3324	56.466	6.6198	3.238	10.044	8.113	9.5463	9.088	13.1112	23.115
2021/11/28	15.6464	1.979	7.3878	47.269	6.6828	4.883	15.9348	17.957	9.5463	6.943	13.1112	21.817
2021/11/29	17.248	1.015	6.3324	26.496	4.6272	5.608	3.09256	14	10.607	2.67	13.1112	9.182
2021/11/30	15.6464	1.282	6.3324	27.918	12.5873	1.706	7.812	6.467	10.607	4.447	10.926	25.737
2021/12/1	10.57	20.724	7.3878	26.523	2.91642	8.087	7.812	3.663	10.607	3.897	10.926	18.538
2021/12/2	19.5678	0.229	7.3878	18.364	4.4552	14.117	3.09256	8	12.6012	1.146	10.926	18.263
2021/12/3	9.0902	17.576	6.3324	18.09	3.93312	1.905	13.6584	30.682	10.607	4.859	13.1112	20.739
2021/12/4	14.9408	2.602	6.3324	56.198	7.1106	7.611	13.6584	43.53	14.966	1.11	15.2964	22.865
2021/12/5	15.6464	1.883	6.3324	46.011	6.2634	11.193	13.6584	43.026	12.6012	1.723	15.2964	25.795
2021/12/6	17.248	1.905	7.3878	11.266	6.2634	10.068	3.09256	19	8.4856	6.805	13.1112	14.424
2021/12/7	17.248	2.514	7.3878	25.907	3.3651	8.347	15.9348	16.664	12.8052	0.895	13.1112	16.639
2021/12/8	10.57	18.784	7.3878	22.516	3.3651	7.6	13.6584	17.61	8.4856	4.88	15.2964	15.059
2021/12/9	15.4252	3.489	7.3878	19.842	5.5165	1.815	13.6584	21.969	8.4856	5.04	15.2964	12.175
2021/12/10	15.4252	1.154	7.3878	29.168	5.3135	7.643	15.9348	21.895	8.4856	6.777	15.2964	14.231
2021/12/11	9.0902	29.256	6.3324	80.848	5.3135	17.239	13.6584	50.839	10.607	8.363	15.2964	30.45
2021/12/12	10.57	32.78	6.3324	56.884	6.6828	14.011	15.9348	36.637	10.607	8.652	15.2964	15.656
2021/12/13	8.456	27.989	6.3324	21.245	6.6828	12.788	2.666	66	10.607	0.492	9.3648	15.481
2021/12/14	15.4252	4.264	6.3324	29.013	6.6828	10.236	15.9348	16.517	10.607	1.265	15.2964	13.141
2021/12/15	8.456	23.307	4.4408	2.602	2.91642	9.532	2.666	32	10.607	3.473	13.1112	18.179
2021/12/16	8.456	24.769	6.3324	35.708	6.2634	12.908	13.6584	29.296	12.8052	0.694	8.7408	25.768
2021/12/17	8.456	24.426	6.3324	34.952	5.3135	13.729	6.696	10.755	12.828	4.749	8.7408	34.299
2021/12/18	8.456	21.33	6.3324	49.03	7.1106	12.971	13.6584	46.493	10.607	7	8.7408	42.242
2021/12/19	15.092	2.306	5.91024	56.482	2.2276	43.152	13.6584	27.857	10.607	6.054	8.7408	51.133
2021/12/20	7.8218	21.321	6.3324	31.448	5.5165	5.566	6.696	7.399	10.607	3.263	8.7408	24.901
2021/12/21	12.936	1.79	6.3324	47.2	5.3135	7.016	13.6584	31.545	14.966	2.143	8.7408	18.202
2021/12/22	7.8218	12.258	5.551	4.436	2.2276	15.873	7.812	6.898	10.607	1.897	8.7408	14.458
2021/12/23	11.018	10.523	6.3324	28.376	3.4704	4.425	13.6584	30.325	8.4856	5.02	8.7408	23.368
2021/12/24	8.456	33.907	6.3324	35.441	4.92435	12	13.6584	34.617	8.4856	7.259	9.8334	30.135
2021/12/25	8.456	39.512	6.3324	62.761	4.2508	18.109	15.9348	63.826	14.966	2.178	9.8334	33.162
2021/12/26	8.456	42.83	6.3324	90.012	3.3651	9.663	15.9348	46.711	10.607	5.562	9.8334	28.498
2021/12/27	8.456	24.108	6.3324	37.892	7.1106	4.516	15.9348	5.859	14.966	1.806	9.8334	15.213
2021/12/28	7.55067	7	6.3324	31.748	6.2634	7.889	6.696	8.004	10.607	3.292	9.8334	24.145
2021/12/29	8.456	14.901	6.3324	30.789	7.1106	6.295	6.696	4.159	10.607	2.449	8.7408	24.749
2021/12/30	8.2446	14.334	6.3324	30.64	4.2508	5.102	6.696	3.745	10.607	7.39	8.7408	17.651
2021/12/31	8.2446	25.094	6.3324	57.659	3.3651	7.703	15.9348	33.937	12.828	3.513	4.6824	40.607
2022/1/1	8.2446	28.522	6.3324	74.168	6.822	1.56	15.9348	37.056	10.607	8.594	8.7408	38.272
2022/1/2	8.2446	19.704	6.3324	23.006	4.92435	5	8.928	12.803	10.607	9.097	8.7408	26.605
2022/1/3	17.8816	2.383	6.3324	58.589	3.3651	7.807	15.9348	21.125	10.607	8.607	6.5556	38.027
2022/1/4	6.342	34.406	6.3324	46.229	6.9366	1.175	15.9348	25.897	10.607	3.946	6.5556	45.257
2022/1/5	6.342	40.488	6.3324	31.197	1.64145	5	7.7	2	10.607	7.761	6.5556	39.688
2022/1/6	20.1168	1.572	6.3324	31.345	3.3651	7.163	15.9348	16.215	10.607	3.284	6.5556	35.897
2022/1/7	13.2216	6.564	6.3324	42.554	7.8967	3.191	13.6584	45.684	11.6677	10.054	8.7408	31.834
2022/1/8	7.55067	19	6.3324	58.58	5.36207	10	13.6584	53.23	12.828	4.434	8.7408	43.284
2022/1/9	7.6104	44.05	11.06919	9	3.78692	23.958	13.6584	48.208	12.828	4.249	6.5556	113.732
2022/1/10	27.31188	2.204	6.3324	35.084	5.36207	5	13.6584	26.011	10.607	5.231	6.5556	35.175
2022/1/11	6.342	52.645	6.3324	19.652	4.2508	2.526	8.928	3.555	11.7381	0.994	6.5556	54.466
2022/1/12	6.342	52.472	6.3324	28.544	2.2434	10.812	15.9348	11.993	11.6677	5.074	6.5556	35.007
2022/1/13	6.342	41.841	6.3324	16.681	5.7805	1.573	15.9348	11.367	11.6677	5.968	6.5556	21.816
2022/1/14	6.342	40.427	6.3324	35.033	2.73575	5	15.9348	14.064	11.6677	2.966	7.6482	23.405
2022/1/15	13.9596	0.51	6.3324	47.338	5.3135	7.177	15.9348	6.928	10.607	7.258	7.6482	37.538
2022/1/16	7.55067	17	6.3324	41.028	2.2434	21.829	6.696	4.951	10.607	10.895	6.5556	58.007
2022/1/17	21.13254	1.903	6.3324	40.524	8.0675	9.412	3.91755	16	10.607	7.479	7.6482	11.755
2022/1/18	11.018	8.172	6.3324	29.633	5.3135	3.912	18.2112	13.594	10.607	5.161	7.6482	9.211
2022/1/19	8.456	28.457	6.3324	48.879	6.822	3.542	18.2112	19.014	10.607	1.114	7.6482	16.223
2022/1/20	8.456	45.808	6.3324	53.814	2.73575	4	6.45637	5	10.607	12.214	7.6482	32.318
2022/1/21	10.57	38.685	7.3878	55.275	5.5165	2.42	10.044	13.361	10.607	13.819	7.6482	32.031
2022/1/22	12.684	46.998	6.6612	3.776	8.0675	24.511	20.4876	22.249	17.104	12.012	8.7408	64.541
2022/1/23	17.6288	16.943	11.6094	62.496	21.70152	3.735	12.276	16.172	14.8498	15.756	8.7408	73.152
2022/1/24	17.6288	10.753	12.6648	35.996	7.8967	2.255	20.4876	33.837	14.8498	19.759	9.8334	22.147
2022/1/25	43.77602	1.449	12.6648	63.18	4.4868	9.343	20.4876	35.911	14.8498	19.006	10.926	48.877
2022/1/26	14.798	44.472	7.7714	6.465	4.92435	15	20.4876	29.326	17.104	5.928	10.926	32.217
2022/1/27	14.798	57.236	12.6648	90.101	4.4868	14.598	6.93105	21	16.9712	10.167	10.926	58.027
2022/1/28	14.798	86.352	12.07548	70	14.2212	17.29	13.392	4.123	17.104	8.468	10.926	85.253
2022/1/29	14.798	146.512	11.06919	111	4.4868	30.151	13.392	10.937	16.8016	6.323	10.926	90.907
2022/1/30	21.13254	7.756	14.7756	108.55	20.1856	4.475	2.9	12	17.104	25.521	5.38476	4.058
2022/2/1	29.92284	1.617	14.7756	20.473	4.4868	6.743	2.9	1	17.104	6.086	10.926	13.968
2022/2/2	14.798	44.895	14.7756	34.787	16.5914	8.854	24.58512	14.549	19.0926	19.771	10.926	38.729
2022/2/3	52.50656	11.838	12.6648	3.662	10.233	8.303	4.9637	6	17.104	5.113	10.926	26.229
2022/2/4	43.55604	3.298	12.6648	54.237	6.7686	46.145	6.93105	24	14.8498	38.907	10.926	48.036
2022/2/5	52.50656	2.695	9.9918	0.96	6.7686	18.257	6.93105	30	12.7284	39.175	9.8334	45.665
2022/2/6	17.8816	25.147	12.6648	61.176	18.9616	21.023	22.53636	15.038	12.7284	29.187	9.8334	52.784
2022/2/7	20.1168	15.817	12.6648	40.076	2.07917	11	22.53636	9.407	12.7284	19.964	9.8334	43.144
2022/2/8	3.83005	5	10.554	28.383	16.5914	17.596	12.276	6.344	12.7284	21.304	9.8334	30.994
2022/2/9	20.1168	6.568	10.554	29.227	16.5914	8.231	22.53636	5.514	12.7284	11.07	9.8334	25.255
2022/2/10	19.404	3.564	10.554	28.635	4.4868	7.83	8.20725	5	12.7284	14.041	8.7408	23.057
2022/2/11	20.1168	6.585	10.554	34.543	6.5268	3.239	4.9637	10	12.7284	13.568	8.7408	24.982
2022/2/12	21.13254	2.663	8.4432	49.085	16.5914	14.457	20.4876	6.628	10.607	18.385	8.7408	35.481
2022/2/13	10.83357	1	8.4432	31.197	2.2434	9.334	4.9637	19	10.607	16.036	8.7408	37.882
2022/2/14	6.342	21.898	8.4432	22.341	7.6704	2.265	20.4876	9.618	10.607	20.182	8.7408	35.754
2022/2/15	10.83357	28	8.4432	47.492	2.2434	5.814	4.9637	11	10.607	10.172	8.7408	30.547
2022/2/16	6.342	22.199	8.8816	0.791	4.92435	6	20.4876	5.235	10.607	8.002	8.7408	21.875
2022/2/17	17.8816	2.069	8.4432	34.623	4.26777	4	20.4876	8.335	7.3507	3.535	8.7408	20.645
2022/2/18	13.2216	8.664	8.4432	33.695	3.78692	10.415	20.4876	11.249	10.607	10.637	8.7408	24.401
2022/2/19	7.55067	27	8.4432	37.763	13.83	19.526	20.4876	9.453	10.607	18.298	8.7408	49.665
2022/2/20	11.018	8.386	8.4432	35.58	13.83	15.615	4.9637	8	10.607	17.43	8.7408	30.111
2022/2/21	10.57	20.123	8.4432	26.034	3.93312	2.589	20.4876	5.197	10.607	10.632	8.7408	28.045
2022/2/22	3.83005	9	8.4432	25.201	2.73575	6	4.15896	4	7.3507	3.075	8.7408	21.47
2022/2/23	17.8816	3.246	8.4432	17.076	3.17347	10	4.9637	4	10.607	7.792	8.7408	28.796
2022/2/24	14.798	20.208	8.4432	19.778	8.9488	2.559	20.4876	5.097	17.104	2.481	8.7408	34.624
2022/2/25	14.798	23.868	11.06919	20	8.0101	7.183	20.4876	10.498	10.607	11.746	8.7408	25.668
2022/2/26	10.57	41.639	8.4432	40.831	3.56416	11.331	20.4876	8.56	12.6012	2.759	10.926	29.244
2022/2/27	7.55067	8	8.4432	33.006	2.2434	3.774	20.4876	6.748	10.607	10.724	10.926	34.072
2022/2/28	17.6288	5.22	6.3324	27.838	8.5016	3.732	20.4876	5.887	10.607	11.819	10.926	22.582
2022/3/1	17.6288	3.973	6.3324	5.051	3.56416	6.649	2.9	4	21.1662	3.92	10.926	22.944
2022/3/2	11.8384	18.004	6.3324	23.171	4.3512	4.318	4.15896	6	21.1662	1.985	10.926	18.905
2022/3/3	11.8384	21.329	6.3324	27.705	3.70176	3.545	20.4876	3.525	21.1662	4.444	10.926	21.88
2022/3/4	14.798	13.886	6.3324	21.276	4.4552	4.318	2.02616	14	21.1662	1.01	10.926	20.119
2022/3/5	6.45637	6	6.3324	44.23	3.17347	10	20.4876	6.725	23.0904	3.728	10.926	29.269
2022/3/6	21.66714	2.057	6.3324	47.119	10.2272	4.272	20.4876	10.323	11.6677	16.034	10.926	30.618
2022/3/7	22.12848	1.693	6.3324	24.482	4.3512	8.562	20.4876	3.626	12.7284	10.563	10.926	0.632
2022/3/8	21.13254	0.283	7.3878	6.754	10.2272	3.819	23.9328	6.851	12.7284	8.236	8.7408	14.951
2022/3/9	14.798	25.686	7.3878	17.2	3.2634	9.359	23.9328	5.91	12.7284	6.481	8.7408	15.084
2022/3/10	26.00248	6.179	7.3878	16.626	7.6704	4.178	23.9328	4.375	12.7284	7.109	8.7408	16.971
2022/3/11	14.798	18.047	7.3878	29.63	2.82828	6.605	23.9328	6.525	23.0904	3.223	10.926	19.027
2022/3/12	14.798	33.423	7.3878	37.329	4.7404	6.289	23.9328	9.441	23.0904	4.38	8.7408	27.009
2022/3/13	14.798	29.043	7.3878	28.204	9.0248	3.304	20.4876	1.347	12.7284	16.607	8.7408	30.393
2022/3/14	12.684	35.229	7.3878	15.345	6.321	1.225	23.9328	2.621	21.1662	1.974	10.926	9.127
2022/3/15	12.684	32.397	7.3878	14.498	3.70176	6.963	23.9328	7.725	14.7014	2.141	10.926	7.721
2022/3/16	12.684	29.676	7.3878	16.886	5.36207	26	23.9328	4.853	12.7284	9.985	10.926	11.689
2022/3/17	5.14321	5	7.3878	30.16	6.392	1.916	23.9328	10.615	12.7284	12.218	10.926	12.813
2022/3/18	28.42644	4.655	7.17672	26.701	5.6405	2.338	3.9507	19	12.7284	10.511	13.1112	14.473
2022/3/19	30.40968	11.298	7.17672	45.815	4.26777	24	3.9507	19	12.7284	14.926	13.1112	24.298
2022/3/20	30.40968	13.171	7.59888	40.66	3.17347	10	5.22193	3	12.7284	14.585	13.1112	16.749
2022/3/21	14.798	21.56	7.59888	25.391	4.4132	7.526	21.9384	10.734	12.7284	20.808	13.1112	13.613
2022/3/22	14.798	28.137	7.59888	27.306	4.4132	6.844	21.9384	9.89	12.7284	16.632	13.1112	16.239
2022/3/23	32.61328	11.958	7.59888	13.519	2.07917	6	21.9384	10.484	12.7284	15.245	13.1112	7.625
2022/3/24	14.798	14.373	8.4432	16.899	13.0104	4.198	21.9384	6.818	14.7014	0.444	13.1112	7.711
2022/3/25	16.19564	18	8.4432	30.63	12.0564	4.157	3.9507	12	12.7284	10.848	13.1112	13.882
2022/3/26	14.798	32.046	8.4432	33.381	6.9408	16.008	23.9328	18.283	12.7284	20.892	10.926	16.707
2022/3/27	32.61328	7.869	8.4432	33.214	12.0564	9.416	23.9328	7.091	21.1662	3.229	10.926	11.68
2022/3/28	14.798	15.221	8.4432	10.778	6.6198	4.211	23.9328	6.065	12.7284	12.276	10.926	2.089
2022/3/29	14.798	20.785	12.07548	3	9.22	8.729	23.9328	7.906	12.7284	10.476		
2022/3/30	16.912	25.229	8.4432	23.769	10.2272	5.452	3.09256	7	12.7284	12.25	8.7408	30.3
2022/3/31	32.61328	6.241	8.4432	18.934	4.26777	3	3.9507	4	14.8498	5.797	8.7408	25.097
2022/4/1	3.72062	8	8.4432	19.437	5.784	9.456	23.9328	9.349	14.8498	13.864	8.7408	25.701
2022/4/2	17.39937	10	8.4432	26.198	6.6198	8.006	3.09256	15	21.1662	2.661	8.7408	26.163
2022/4/3	14.798	27.268	17.5088	4.267	3.17347	12	20.4876	6.753	23.0904	3.528	8.7408	16.438
2022/4/4	11.81844	3	8.4432	31.759	56.99736	1.346	23.9328	13.056	14.8498	16.617	13.1112	22.224
2022/4/5	17.39937	6	8.4432	21.71	6.6198	9.786	23.9328	7.966	14.8498	13.058	13.1112	21.248
2022/4/6	8.64497	2	8.4432	3.757	4.6272	6.238	21.9384	6.438	21.1662	4.066	13.1112	10.634
2022/4/7	21.81564	5.197	8.4432	6.533	9.1544	1.482	21.9384	6.788	12.7284	9.215	13.1112	10.494
2022/4/8	26.00248	3.732	17.5088	1.203	3.79264	15.223	21.9384	5.572	21.1662	2.908	13.1112	10.629
2022/4/9	26.00248	12.739	8.4432	10.667	3.79264	32.849	3.7324	9	21.1662	3.891	15.2964	15.591
2022/4/10	10.57	52.31	17.5088	0.752	4.26777	13	3.7324	15	9.75844	20.175	15.2964	7.757
2022/4/11	10.57	28.656	8.4432	1.03	6.6198	8.844	21.9384	5.643	9.75844	7.501	13.1112	6.383
2022/4/12	12.684	32.696	8.4432	7.538	4.6272	7.931	21.9384	7.284	9.75844	17.785	15.2964	6.375
2022/4/13	12.684	30.051	8.4432	4.61	21.87108	1.537	21.9384	5.557	9.75844	15.535	15.2964	9.797
2022/4/14	12.684	30.63	9.4986	5.681	2.3704	23.359	15.3202	0.265	9.75844	16.945	15.2964	6.047
2022/4/15	12.684	33.142	9.4986	12.332	8.0927	4.828	3.9507	5	17.104	3.385	15.2964	10.73
2022/4/16	8.64497	11	9.4986	14.577	4.4132	6.844	21.9384	9.626	9.75844	23.573	15.2964	12.666
2022/4/17	12.684	21.209	9.4986	9.701	8.0927	8.535	16.63336	0.211	14.966	7.86	15.2964	20.254
2022/4/18	21.81564	7.829	9.4986	3.024	2.3704	9.64	21.9384	4.692	8.4856	20.593	15.2964	12.087
2022/4/19	4.26777	2	17.5088	0.915	2.73575	6	21.9384	3.395	14.966	2.393	15.2964	7.869
2022/4/20	12.684	15.192	17.5088	0.652	3.93312	9.584	21.9384	4.007	9.75844	15.33	15.2964	11.413
2022/4/21	9.7244	25.176	25.5915	0.661	4.26777	3	21.9384	5.226	9.75844	8.101	15.2964	8.341
2022/4/22	6.01865	6	9.4986	6.853	4.09088	3.387	3.9507	7	14.966	3.597	15.2964	18.726
2022/4/23	2.95461	4	9.4986	8.147	6.321	5.135	13.392	3.855	14.966	8.238	7.0236	6.007
2022/4/24	6.342	34.128	9.4986	4.52	4.26777	6	13.392	3.754	8.4856	12.085	15.2964	15.603
2022/4/25	21.13254	0.656	9.4986	2.923	8.18064	7.889	3.9507	6	14.966	3.74	13.1112	16.833
2022/4/26	6.342	34.12	9.4986	3.896	10.761	2.118	3.09256	3	12.6012	0.527	4.6824	0.631
2022/4/27	6.342	26.246	9.4986	1.451	3.93312	9.107	12.0373	5.465	8.4856	17.927	13.1112	9.138
2022/4/28	6.342	28.428	17.5088	1.034	4.4132	9.092	21.9384	5.688	12.828	7.542	13.1112	11.202
2022/4/29	6.342	43.634	9.4986	5.58	3.5556	13.177	21.9384	12.28	12.828	3.052	13.1112	21.114
2022/4/30	6.342	38.112	9.4986	9.22	8.298	23.073	21.9384	13.764	14.966	7.409	10.926	28.319
2022/5/1	6.342	47.447	61.5288	0.944	9.4808	4.435	3.09256	18	14.966	9.121	10.926	23.295
2022/5/2	6.342	34.099	25.5915	0.768	8.12232	11.802	21.9384	12.191	6.3642	39.977	10.926	13.734
2022/5/3	11.018	22.593	9.4986	2.868	13.0104	7.075	21.9384	7.375	17.104	1.122	8.7408	27.601
2022/5/4	17.0768	1.216	9.4986	5.681	4.09088	6.298	21.9384	7.921	6.3642	37.798	8.7408	26.182
2022/5/5	11.018	14.057	11.663	0.542	6.7686	9.062	20.4876	0.128	6.3642	21.234	8.7408	18.79
2022/5/6	6.342	35.006	25.5915	0.561	4.26672	14.186	21.9384	7.003	6.3642	28.078	8.7408	20.488
2022/5/7	20.1168	0.473	9.4986	3.494	9.0896	13.718	21.9384	7.837	6.3642	23.004	6.5556	23.375
2022/5/8	5.9192	47.67	9.4986	3.226	9.0896	17.261	21.9384	13.067	17.104	5.846	6.5556	42.607
2022/5/9	7.93296	33.452	9.4986	3.013	4.4132	9.545	21.9384	9.581	6.3006	21.076	8.7408	29.087
2022/5/10	7.93296	25.507	9.4986	3.672	6.7686	8.255	21.9384	6.417	10.607	8.532	8.7408	22.638
2022/5/11	6.342	20.944	13.9956	0.234	6.915	18.801	2.91305	9	17.104	5.183	8.7408	19.261
2022/5/12	6.342	17.721	9.4986	4.298	6.8172	21.952	21.9384	5.925	8.4856	13.354	8.7408	24.59
2022/5/13	7.93296	35.578	49.1238	0.942	3.93312	7.411	21.9384	7.1	8.4856	32.816	8.7408	21.993
2022/5/14	5.4964	37.768	9.4986	9.031	4.09088	6.457	21.9384	12.586	9.75844	31.77	8.7408	48.521
2022/5/15	8.8144	22.388	39.1998	0.389	8.6088	6.447	21.9384	9.248	14.966	11.863	8.7408	43.781
2022/5/16	8.8144	14.753	39.1998	0.475	8.6736	9.854	21.9384	6.527	8.4856	12.449	8.7408	23.633
2022/5/17	5.4964	19.518	39.1998	0.576	3.93312	4.613	21.9384	4.608	8.4856	11.457	8.7408	15.163
2022/5/18	5.4964	29.057	9.4986	0.926	8.18064	11.568	21.9384	7.598	8.4856	13.204	8.7408	20.24
2022/5/19	10.13656	7.37	9.4986	2.791	5.5165	7.238	21.9384	9.195	8.4856	15.73	8.7408	17.603
2022/5/20	11.018	7.491	9.4986	2.21	5.5165	5.485	21.9384	6.719	8.4856	14.248	10.05192	13.908
2022/5/21	5.4964	29.401	9.4986	4.375	9.0896	19.249	21.9384	13.484	8.4856	24.715	10.05192	26.494
2022/5/22	5.4964	21.479	41.6808	1.806	12.616	11.003	21.9384	8.398	8.4856	14.131	10.05192	23.847
2022/5/23	6.342	26.262	10.554	4.116	8.23896	4.609	21.9384	3.637	5.46052	8.8	10.05192	15.361
2022/5/24	8.8144	6.797	10.554	2.249	5.45192	10.904	21.9384	5.041	4.2004	7.527	8.7408	27.64
2022/5/25	5.4964	22.446	25.5915	1.146	6.915	12.203	21.9384	5.698	7.63704	11.078	8.7408	19.562
2022/5/26	4.228	27.786	41.6808	1.467	3.93312	9.228	2.91305	9	4.2004	8.941	8.7408	25.011
2022/5/27	4.228	21.392	10.554	7.239	6.915	16.413	21.9384	8.308	6.3642	11.377	8.7408	18.568
2022/5/28	11.176	3.334	10.554	5.413	3.86308	61.519	21.9384	14.827	6.3642	35.839	8.7408	35.114
2022/5/29	10.673	0.563	10.554	4.348	3.86308	45.862	21.9384	9.517	6.3642	35.176	8.7408	42.403
2022/5/30	4.228	16.242	20.68	2.482	6.915	15.99	4.1082	1	6.3642	16.965	8.7408	24.336
2022/5/31	4.228	28.341	39.1998	2.973	4.6272	7.425	5.9118	9	3.57034	7.501	8.7408	15.854
2022/6/1	4.228	19.524	39.1998	2.929	6.5052	5.287	21.9384	9.603	10.69	5.846	8.7408	22.234
2022/6/2	3.5938	24.167	39.1998	4.233	6.5052	14.953	2.9377	4	3.1503	13.31	8.7408	20.605
2022/6/3	7.93296	25.087	11.82048	5.368	4.98732	36.438	21.9384	13.149	5.51564	43.958	10.05192	29.489
2022/6/4	7.93296	12.907	39.1998	2.303	4.98732	15.414	21.9384	3.698	6.3642	23.158	10.05192	13.898
2022/6/5	10.78	1.748	39.1998	3.891	4.3368	18.991	21.9384	8.369	6.3642	14.162	10.926	21.97
2022/6/6	6.6108	17.453	20.68	1.862	5.86612	8.839	21.9384	6.543	6.3642	19.433	10.05192	23.309
2022/6/7	10.78	1.325	39.1998	1.354	3.90312	14.446	21.9384	4.139	10.69	6.196	10.05192	20.909
2022/6/8	6.6108	19.521	20.89692	2.318	15.0626	1.575	2.91305	7	2.1002	13.109	10.05192	17.046
2022/6/9	3.171	16.796	39.1998	1.645	6.915	17.234	21.9384	7.768	5.3035	21.837	10.05192	21.532
2022/6/10	6.6108	19.114	20.68	2.607	3.00768	13.01	21.9384	7.152	10.69	7.63	10.926	13.058
2022/6/11	3.3824	33.551	20.89692	1.429	3.90312	24.589	21.9384	9.533	5.3035	27.645	10.926	34.691
